id,ime,drzava,tocke
14730,CENTRACCHIO Maria,ITA,318
25493,LKHAGVATOGOO Enkhriilen,MGL,304
3936,DIEDHIOU Hortance,SEN,296
3633,YAMAMOTO Anzu,JPN,281
9226,COBAN Sappho,GER,270
8020,NURJAVOVA Rushana,TKM,260
14780,LIVESEY Bekky,GBR,248
465,BELLORIN Concepcion,ESP,245
11796,OJEDA Aliuska,CUB,244
7725,KLIMKAIT Jessica,CAN,239
9321,HEVONDIAN Shushana,UKR,233
12423,WRIGHT Ellen,AUS,230
14855,GROSSMAN Adi,ISR,224
16249,RI Hyo sun,PRK,222
1337,BEDETI Vlora,SLO,222
6877,DABONNE Zouleiha abzetta,CIV,212
28920,DORVIGNY Anailys,CUB,196
6606,ISHIKAWA Megumi,JPN,180
11228,NISHANBAYEVA Sevara,KAZ,177
1683,ZELTNER Tina,AUT,175
1387,KAZENIUK Tatiana,RUS,166
13463,LESKI Andreja,SLO,164
2084,CARMICHAEL Hana,USA,162
691,QUINTAVALLE Giulia,ITA,141
8033,STOLL Theresa,GER,140
1201,LISSON Jacqueline,GER,140
19880,STOLL Amelie,GER,140
3586,FULGENTES Amelia,USA,140
13449,HARACHI Sarah,FRA,136
11766,LO GIUDICE Martina,ITA,136
7321,NARVAEZ Gabriela,ARG,136
3846,EL HARCHAOUI Meryem,MAR,133
15280,RIGHETTI Anna,ITA,128
9850,KUBASHEVA Nazgul,KAZ,124
12168,LAFFEUILLADE Gimena,ARG,124
17667,SULTANOVA Sanobar,UZB,120
1459,GIORGIS Valentina,ITA,118
2059,LEUNG Po sum,HKG,115
17208,BOROWSKA Anna,POL,108
3634,KANEKO Terumi,JPN,100
14695,KAZYULINA Anna,KAZ,98
5255,VILLAVICENCIO Diana,ECU,80
9525,RIVAL Cindy,NCL,80
9629,ALTAI Batzul,MGL,75
1472,GROL Carla,NED,68
1918,RAMSAY Connie,GBR,67
13896,BORGES Sandra,CPV,67
6754,BARRIOS Anriquelis,VEN,64
21563,GLAAS Ebba,SWE,64
30603,GOMES Wilsa,CPV,64
11127,ALLANAZAROVA Amangul,UZB,62
8625,DELFINO Paula,ARG,62
1021,PLAZA Joselin,ECU,61
5413,HAKOBYAN Anush,ARM,60
13866,TSEREGBAATAR Khulan,MGL,60
16443,MAN Dariwa,CHN,60
1010,TREMBLAY Stefanie,CAN,60
20524,CABRERA Jennipher,CHI,60
34316,WATANABE Kana,JPN,60
10326,GUIHUR Amelie,FRA,56
10588,LEE Hsin-Yun,TPE,55
17700,LIN Yuanyuan,CHN,54
15449,SHEVCHENKO Anastasiya,UKR,52
10133,SYLVA Sarah,MRI,52
10404,MAJOROSOVA Viktoria,SVK,50
13569,CHISTANOVA Sofia,RUS,48
14676,DOTZLER Emily,GER,48
3103,MADRAIMOVA Zuhra,TKM,47
15671,GREENBERG Maayan,ISR,42
4397,CSATARI Larissa,SUI,41
12688,INGLIS Stephanie,GBR,41
13604,DE LUCIA Agustina,ARG,40
14762,KWON Youjeong,KOR,40
15694,GONZALEZ Sanae,CHI,40
34318,KUDO Chika,JPN,40
3562,ANDRIATIANA Brenda,MAD,38
28736,SEO Subeen,KOR,36
18002,BERGSTRA Margriet,NED,36
3579,OZERLER Nazlican,TUR,34
6620,ANNY PANDINI Ni kadek,INA,34
15077,ZHOU Ying,CHN,33
3352,KOCHER Fabienne,SUI,32
2,MULLER Marie,LUX,31
65,KIM Kyung-Ok,KOR,30
6082,ALMEIDA Filipa,POR,30
14212,KHOMENTOVSKAIA Tatiana,RUS,26
3909,BOZOVIC Tanja,MNE,22
17146,CADILLA ACEVEDO Tecla,ESP,22
5619,DAVID Cergia,HON,21
14663,CRUDE Tamires,BRA,21
16276,KNETIG Emoke,HUN,20
8739,KWOK Kit fong,HKG,20
13676,KIM Jaeryeong,KOR,20
14882,ETIENNAR Treicy,FRA,20
15570,KHELIFI Ghofran,TUN,20
26029,KANG Nayoung,KOR,20
34317,NAGIRA Yuri,JPN,20
1312,CIBIR Derya,TUR,19
15227,CHA Yumi,KOR,19
17372,ARKHIPAVA Anastasiia,BLR,19
17784,CHA Minji,KOR,18
20948,OZERLER Seyma,TUR,18
27986,USMANOVA Shakhzoda,UZB,18
18365,KLINGER Desiree,AUT,18
4234,HUBER Cindy,FRA,16
17475,KAISER Swantje,GER,16
20991,NAIRNE Lele,GBR,16
25918,WILSON Malin,GBR,16
10495,GRAVES Veronica,USA,16
7814,SIROKI Ibolya,HUN,14
14893,KISKEL Diana,LTU,14
15753,ABASHIDZE Salome,GEO,14
593,RAHMING Cynthia,BAH,12
15091,RODRIGUEZ Jeanette,PUR,12
7821,KROPF Manja,SLO,12
8274,ABILKADIROVA Aigerim,KAZ,12
13042,IRAOUI Soumiya,MAR,12
15565,DHAHRI Rawia,TUN,12
18575,CAGGIANO Giulia,ITA,12
19089,MEIRON Nitzan,ISR,12
19867,KOWALCZYK Julia,POL,12
11000,IKALA Anni,FIN,12
7715,DOBRE Stefania Adelina,ROU,10
2676,RODRIGUEZ Melissa,ARG,10
5764,SO Mi,KOR,10
10000,CHOI Hee-jeong,KOR,10
25454,DANILOVICH Kseniya,BLR,10
16552,LEE Wang-ting,TPE,8
25557,PADILLA Margarita,MEX,8
8446,SKORA Mariia,UKR,7
14057,ELAKABAWY Zinab,EGY,7
26811,FURUKAWA Rena,PHI,6
7275,SALNIKOVA Aleksandra,RUS,6
9390,BABCENCO Doina,POR,6
15528,MILLER Magdalena,POL,6
15965,TSCHOPP Evelyne,SUI,6
17907,SIACI Ghania,ALG,6
17968,WATABE Yuka,JPN,6
12557,TAPIA Karla,MEX,5
14459,MUSABEKOVA Asel,KGZ,5
24369,FOURNIER Laure,GBR,4
23365,BUET Lea,SEN,3
22364,KADDOUR Emeline,NCL,3
26334,CHOE Hyon a,PRK,2
8196,TSIKHELASHVILI Mariam,GEO,2
8198,JANASHVILI Mariam,GEO,2
12667,SEYIS Ilayda,TUR,2
19094,JUKIC Martina,CRO,2
24959,DING Ling,CHN,2
31244,MANDARIC Ivana,CRO,2
33527,NEFEDOVA Alena,RUS,2
18582,MICHAILOVA Anastasija,LTU,2
25,GASIMOVA Kifayat,AZE,2
3563,JIMENEZ Luisa,DOM,2
9081,NAZAROVA Shokhida,UZB,2
14473,ARTEAGA Maria,VEN,2
25146,LE THI Tinh,VIE,2
28333,SHRESTHA PRADHAN Manita,NEP,2
28805,KALU LIYANNAGE Madushani,SRI,2
30136,NGUYEN THI BICH Ngoc,VIE,2
30796,TARYAN ALLAH Natoiallah,CHA,2
31745,KIARIE Hannah wanjiku,KEN,2
2080,QUADROS Ketleyn,BRA,1
4880,LEHIKOINEN Satu,FIN,1
10826,ARSHAKYAN Anait,RUS,1
11621,MOSQUEDA Jenielou,PHI,1
15166,AL NUAIMI Al jalili,UAE,1
16533,DE GANSOVA Elea,CZE,1
2888,CHANU Angom Anita,IND,1
6889,AGONO WORA Karene,GAB,1
21714,BESISO Dina,JOR,1
21813,TCHAPI MAKOSSO Cynthia suza,CGO,1
22047,OLIVIER Zelda,RSA,1
22302,IGUE Kassiratou ayekemi,BEN,1
22842,RIVERA Mariolga,PUR,1
22849,JUNSOOKPLUNG Titapa,THA,1
22896,CAMACHO Jessica,COL,1
23661,GULL Shumaila,PAK,1
1336,TRSTENJAK Tina,SLO,4050
2317,AGBEGNENOU Clarisse,FRA,2490
3637,TASHIRO Miku,JPN,2020
2393,TRAJDOS Martyna,GER,1970
1841,VAN EMDEN Anicka,NED,1912
1880,GERBI Yarden,ISR,1830
1684,UNTERWURZACHER Kathrin,AUT,1734
18044,SCHLESINGER Alice,GBR,1512
11713,YANG Junxia,CHN,1340
1100,FRANSSEN Juul,NED,1266
1452,GWEND Edwige,ITA,1224
196,TSEDEVSUREN Munkhzaya,MGL,1162
1523,TSEND-AYUSH Tserennadmid,MGL,1152
1038,SILVA Mariana,BRA,1114
15877,HAECKER Katharina,AUS,1106
5293,ESPINOSA Maricet,CUB,996
3820,VALKOVA Ekaterina,RUS,892
1314,KATIPOGLU Busra,TUR,872
3509,HERMANSSON Mia,SWE,828
2597,MISKOVIC HASANBEGOVIC Marijana,CRO,817
15225,BAK Jiyun,KOR,732
1388,DAVYDOVA Daria,RUS,728
7009,ZOUAK Rizlen,MAR,717
6626,PINOT Margaux,FRA,716
5310,GARCIA Estefania,ECU,666
9185,BALDORJ Mungunchimeg,MGL,590
1010,TREMBLAY Stefanie,CAN,573
450,URDABAYEVA Marian,KAZ,563
22352,NOUCHI Aimi,JPN,560
1781,DREXLER Hilde,AUT,553
11650,TSUGANE Megumi,JPN,508
1386,SURAKATOVA Pari,RUS,486
4026,AKIYAMA Leilani,USA,482
9966,PUCHE Isabel,ESP,481
3508,BERNHOLM Anna,SWE,463
1890,PRUVOST Marielle,FRA,452
11141,BJAOUI Meriem,TUN,449
2226,MARTIN Hannah,USA,447
3887,TALACH Karolina,POL,441
1964,LABAZINA Marta,RUS,423
180,CACHOLA Ana,POR,422
4821,KRSSAKOVA Magdalena,AUT,421
4393,WEZEU DOMBEU Helene,CMR,416
2080,QUADROS Ketleyn,BRA,407
7063,SZOGEDI Szandra,GHA,394
8191,DZHIGAROS Diana,RUS,380
1981,OZDOBA Agata,POL,370
12441,AGOUAR Imene,ALG,362
17731,NISHIKAWA Maho,JPN,343
7847,RENSHALL Lucy,GBR,330
9559,LIVESEY Amy,GBR,318
4815,WICHERS Jennifer,NED,315
17392,NABEKURA Nami,JPN,300
344,SZABO Franciska,HUN,285
1120,HOWELL Gemma,GBR,283
14686,KAZANOI Daniela,BLR,251
14589,DEL TORO CARVAJAL Maylin,CUB,250
10385,SHOR Rotem,ISR,237
12193,GUTIERREZ Andrea,MEX,233
28912,LOKO Sarah,BEL,228
17391,MINEI Miho,JPN,220
8325,BOLD Gankhaich,MGL,216
14582,TELTSIDOU Elisavet,GRE,215
10625,WATANABE Kiyomi,PHI,215
730,KOMLOSIOVA Ivana,SVK,209
1749,BELLARD Anne-laure,FRA,205
11102,KIM Seulgi,KOR,181
13463,LESKI Andreja,SLO,180
17369,BILLIET Sandrine,BEL,178
10337,BAZYNSKI Nadja,GER,177
21662,YVIN Cloe,FRA,148
3857,DAKOVIC Andreja,CRO,139
12000,HERRMANN Vivian,GER,135
14884,TSANG SAM MOI Lindsay,FRA,134
7418,HUANG Shih han,TPE,130
12362,COUGHLAN Maeve,AUS,130
7359,YONEZAWA Kaho,JPN,120
222,SALLES LOPEZ Laura,AND,115
26024,CHOI Eunsol,KOR,110
1286,BARKELING Emma,SWE,102
7935,CASTILHOS Alexia,BRA,100
2516,BJAOUI Asma,TUN,100
11642,HAN Hee ju,KOR,90
17474,KING Taylor,LUX,87
14560,LOPEZ AGUILERA Angeles,ESP,86
16135,MASFERRER Olga,CUB,80
1342,MILOSEVIC Nina,SLO,73
8054,GALLES Alisha,USA,72
2544,HUSEYNOVA Khanim,AZE,69
16399,CABANA PEREZ Cristina,ESP,68
9083,IBRAGIMOVA Mukhayyo,UZB,65
12464,CAMPOS Karla,ECU,64
31640,BADJI Fatou kine,SEN,64
15754,BELAKHAL Souad,ALG,62
11705,ZHANG Wen,CHN,60
4421,OSUMI Yuka,JPN,60
2166,JOUNG Da-Woon,KOR,59
10001,DI CINTIO Maelle,FRA,59
6754,BARRIOS Anriquelis,VEN,52
7900,ZIYAEVA Gulnoza,UZB,49
32621,KREMER Darina,RUS,48
7715,DOBRE Stefania Adelina,ROU,48
2267,VELASCO Diana,COL,48
7160,ORELLANA Karina,CHI,46
14546,IWEMA Iris,NED,44
7813,GERCSAK Szabina,HUN,40
52,NAKAO Janine,USA,40
9227,REIMANN Lea,GER,40
26316,CHENG Yu ching,TPE,40
34376,CHOI Jiwoo,KOR,40
19954,VAN DEN BERG Geke,NED,40
3104,HAYYTBAYEVA Gulnar,TKM,39
3839,BELATTAR Soufia,MAR,39
14227,LIN Hsiao ching,TPE,38
26336,KIM Song hwa,PRK,36
19803,REIMANN Lara,GER,36
7698,SENATHAM Orapin,THA,32
12998,DIALLI Philomene jessica,GAB,32
10725,CHAGAS Veronice,BRA,31
3374,MULLEN Jodie,GBR,31
13460,VALOIS FORTIER Beatrice,CAN,29
20119,GEVERS Lizzy,NED,28
31225,PASCOALINO Yanka,BRA,28
11069,SNIR Noa,ISR,26
21514,ZANDER Sheena,GER,24
11565,SEBASTIAN Andrea,ESP,22
12226,YILMAZ Nurcan,TUR,21
13538,KOVAC Buga,CRO,20
7848,YEATSBROWN Katiejemima,GBR,20
16885,CHU Chun chieh,TPE,20
17142,PADILLA GUERRERO Sarai,ESP,20
26027,CHA Serang,KOR,20
26239,WRIGHT Heidi,AUS,20
30549,CRUZ Fiorella,CHI,20
34377,LEE Sohee,KOR,20
1795,TANAKA Miki,JPN,18
9221,SHI Cuijuan,CHN,18
13766,PIOVESANA Lubjana,GBR,16
18701,POLYAK Krisztina,HUN,15
17743,JAUHIAINEN Laura,FIN,13
11929,LOUCHEZ Clementine,FRA,12
12146,CARABALI Brigitte,COL,12
14634,BLAGOJEVIC Maja,CRO,12
1313,ZEHIR Tugba,TUR,11
1387,KAZENIUK Tatiana,RUS,10
1525,PESCHAUD Caroline,FRA,10
7307,BARROS Mariana,BRA,10
15042,JEAN PIERRE Kimberley,MRI,10
16425,FORICHON Tania,SGP,10
11545,PORTER Ashley,NZL,9
3103,MADRAIMOVA Zuhra,TKM,8
17106,OLIVEIRA Danielle,BRA,8
15979,POWELL Kirsty,GBR,8
7064,FOPA Bibiene,CMR,7
15609,SHOKER Shorok,EGY,7
8194,KHATRI Phupu lhamu,NEP,6
2609,REGIS Alessia,ITA,6
8274,ABILKADIROVA Aigerim,KAZ,6
9785,AKARSU Ozge,TUR,6
11456,CHEREPANOVA Larisa,RUS,6
16213,ZAITSAVA Yauheniya,BLR,6
20500,RUIZ Julia,FRA,6
8632,NIKOLOSKA Katerina,MKD,5
370,CHOUDHARY Garima,IND,3
12649,AKHUNDOVA Nuriyya,AZE,3
26665,TORAL Jazmin,MEX,2
384,CAPRIORIU Corina,ROU,2
9826,LI Yanan,CHN,2
9850,KUBASHEVA Nazgul,KAZ,2
10818,KARIMOVA Gulsadaf,AZE,2
14707,FLORIAN Andreea,ROU,2
22440,BADUROVA Kamila,RUS,2
22918,TASBOLAT Aigerim,KAZ,2
7270,BEZZINA Marcon,MLT,2
7493,CASTILLO Luciana,VEN,2
11291,FATIME Abdoulaye,CHA,2
12569,NGUYEN THI Huong,VIE,2
12846,OKOTH Dorine,KEN,2
13179,AKISHOVA Elmira,KGZ,2
16047,WIJEWARDANA Demuni,SRI,2
16760,YAHAYA ABOUBACAR Hassiatou,NIG,2
17915,MARICA Samantha,SUR,2
30718,AGHAEI Donya,IRI,2
31747,GARCIA Elizabeth,MEX,2
1965,GURTSIEVA Margarita,RUS,1
7608,AMANOVA Aynur,TKM,1
9246,ANSON Jennifer,PLW,1
12008,ANDRIIEVSKA Maryna,UKR,1
12314,KUATBEKOVA Markhabat,KAZ,1
14473,ARTEAGA Maria,VEN,1
15085,LI Jie,CHN,1
15362,PAIRE FICOUT Valentine,PER,1
16444,LIU Siyu,CHN,1
18253,NERI SIRA Hana,ETH,1
5601,DOMINGUEZ Yennifer,GUA,1
9511,HUIDROM Sunibala Devi,IND,1
12278,KABORE Aguirata,BUR,1
12836,SARR Mame khady,SEN,1
15422,KIM Min young,BOT,1
16324,VILBRUN Marie celeste andrea,MRI,1
21809,NGOUALA Ninelle merveille,CGO,1
23263,WACHIYA Petronilla,KEN,1
23485,ALNAJADAH Nour,KUW,1
3330,POLLING Kim,NED,2433
1351,TACHIMOTO Haruka,JPN,2200
2394,VARGAS KOCH Laura,GER,2172
738,ALVEAR Yuri,COL,2101
11690,ARAI Chizuru,JPN,1811
107,CONWAY Sally,GBR,1732
3702,KIM Seongyeon,KOR,1664
417,EMANE Gevrise,FRA,1638
1681,GRAF Bernadette,AUT,1626
18897,BOLDER Linda,ISR,1436
3327,BERNABEU Maria,ESP,1428
9444,NIANG Assmaa,MAR,1306
440,PORTELA Maria,BRA,1226
1012,ZUPANCIC Kelita,CAN,1222
4537,POSVITE Fanny estelle,FRA,1212
1521,TSEND-AYUSH Naranjargal,MGL,1134
13300,GAHIE Marie eve,FRA,1097
1751,KLYS Katarzyna,POL,1027
12074,RODRIGUEZ Elvismar,VEN,1017
2775,MATIC Barbara,CRO,998
3904,MATNIYAZOVA Gulnoza,UZB,946
4225,PEREZ Maria,PUR,848
5331,MOREIRA Antonia,ANG,780
11708,ZHOU Chao,CHN,738
16095,STAM Esther,GEO,701
4422,ONO Yoko,JPN,700
7813,GERCSAK Szabina,HUN,683
1331,DE VILLIERS Moira,NZL,664
3424,POGACNIK Anka,SLO,659
2220,MARZOK Iljana,GER,639
821,MILED Houda,TUN,573
953,CORTES ALDAMA Onix,CUB,561
3647,DIEDRICH Szaundra,GER,560
3539,COUGHLAN Aoife,AUS,530
5726,GAZIEVA Irina,RUS,457
235,ROBRA Juliane,SUI,454
13521,SAMARDZIC Aleksandra,BIH,452
7672,VAN DIJKE Sanne,NED,440
2440,WILDIKAN Lior,ISR,418
1022,CHALA Vanessa,ECU,410
3565,TAEYMANS Roxane,BEL,410
17195,MALTSEVA Valentina,RUS,364
3677,MANSOUR Lola,BEL,362
3094,FLETCHER Megan,GBR,349
5249,RENAUD-ROY Alix,CAN,342
6626,PINOT Margaux,FRA,338
7358,IKE Erina,JPN,330
10014,NUN IRA Karen,JPN,330
12558,POO Andrea,MEX,324
1802,CHEN Fei,CHN,294
7848,YEATSBROWN Katiejemima,GBR,284
14582,TELTSIDOU Elisavet,GRE,266
3508,BERNHOLM Anna,SWE,260
24645,DIBRINA Iana,RUS,200
18512,BREITENBACH Anett,HUN,192
4,MOSSONG Lynn,LUX,185
17862,WRIGHT Chantal,USA,176
10872,TIMO Barbara,BRA,174
12619,UMIRALIYEVA Dilbar,KAZ,169
9589,BELKADI Amina,ALG,160
53,SELL Kathleen,USA,153
16572,MUNKHBAT Davaasuren,MGL,138
2612,CANTONI Giulia,ITA,132
1066,COLLINS Sara,AUS,132
23091,CHSHERBAKOVA Aelita,KAZ,120
15369,MANDAR Sanaa,MAR,120
1983,HWANG Ye-sul,KOR,113
8041,SOOK Emilie,DEN,104
8821,MAEDA Naeko,JPN,100
18770,PAISSONI Carola,ITA,100
15414,KADYRBEKOVA Aizhan,KGZ,98
3822,PROKOPENKO Alena,RUS,97
12227,BAKACAK Sukran,TUR,88
7001,ELFADLY Nada,EGY,88
32584,STOUT Nicole,USA,82
12278,KABORE Aguirata,BUR,80
18016,AUSMA Natascha,NED,76
17176,DRYSDALE DALEY Ebony,GBR,76
7729,BURGESS Monika,CAN,73
9722,YOU Jeyoung,KOR,70
5129,BLEIER Samantha,USA,69
16217,ARREY SOPHINA Ayuk otay,CMR,64
18702,PEKOVIC Jovana,MNE,64
20268,MUELLER Lisa,GER,62
24961,BAI Yutong,CHN,60
25483,SAIDOVA Umida,UZB,60
15695,USNAYO Jessica,CHI,60
26187,GALLARDO Kateryne,ECU,60
7713,OLIVEIRA Amanda,BRA,60
21512,WILLEMS Gabriella,BEL,60
21580,LICKUN Sandra,POL,60
7807,BROLIH Patricija,SLO,51
13682,POLLERES Michaela,AUT,48
28957,PENNALVER Melisa,CUB,48
8503,NGARLEMDANA Carine,CHA,42
3336,MERLI Nadia,BRA,40
15383,NDANGA NANA Fabiola,CMR,40
34378,KIM Hyemi,KOR,40
34658,HUANG Yi-ting,TPE,40
19905,WERNER Jenny,GER,38
12597,KANA Diana,KEN,34
3154,THONGSRI Surattana,THA,32
17701,YAN Zi,CHN,30
9397,FERRARI Valeria,ITA,30
611,EIGLOVA Alena,CZE,30
11888,FICHOT Valeriane,FRA,30
17437,HELEINE Melissa,FRA,28
9103,KUDAROVA Dinara,KAZ,25
15559,CANTERO Lucia,ARG,25
17186,MAROZAVA Anzhela,BLR,24
16252,BUCATARI Renata,ROU,24
8270,KASHKYN Zhanar,KAZ,22
17188,PUESCHEL Lea,GER,22
306,ARSCOTT Catherine,AUS,20
7332,RODRIGUEZ Sara,ESP,20
14763,AHN Saho,KOR,20
17967,OSANAI Kazuki,JPN,20
34380,YOU Yedam,KOR,20
8143,JEONG Hye Jin,KOR,19
8154,KIM Hye Mi,KOR,18
5355,BIALAS Barbara,POL,16
11539,DE BRUINE Naomi,AUS,16
22059,VIARD Gwenaelle,FRA,16
3281,PERROT Lucie,FRA,16
14934,BEKTASKYZY Zere,KAZ,15
16553,SHANG Liu-yu,TPE,14
20102,BUTKEREIT Miriam,GER,14
19878,STOYANOVA Ilina,BUL,12
24068,SILVA Bruna,BRA,12
450,URDABAYEVA Marian,KAZ,11
20492,ABDELMOUMENI Ella,FRA,10
1155,MAKUKHA Ivanna,UKR,8
16618,SOO Qin qi,SGP,8
13183,SZARZECOVA Adela,CZE,6
20491,GYULAI Reka,HUN,6
2762,DENISENKOVA Ekaterina,RUS,5
3404,CHEN Yun-ting,TPE,5
10377,PODELENCZKI Lorena,ROU,4
13496,BATBAATAR Khulan,MGL,4
15825,SANTO Dunia,HON,3
17788,UZAKOVA Rano,TKM,3
19538,MIRZAZADA Valida,AZE,3
15885,KELLY Louise,NZL,3
13280,DUDENAITE Migle,LTU,2
13572,TOKAREVA Ekaterina n,RUS,2
21622,LORINC Renata,HUN,2
22728,TANKOS Merivan,TUR,2
33445,MA Tingting,CHN,2
2614,PITZANTI Jennifer,ITA,2
15118,CHANG Ying chu,TPE,2
10717,IBRAHIMOVA Nargiz,AZE,2
10798,ORTIZ Jenifer,GUA,2
10945,GALEANO Anahi,ARG,2
12165,BELLOTA Mayte,PER,2
12571,NGUYEN THI Lan,VIE,2
13786,DROZDOVA Liudmyla,UKR,2
16333,HANE Cecile,SEN,2
17916,PENA Noelys,VEN,2
31107,TRAORE Aissata,MLI,2
31407,WEDAGE ALAIS PITIPANAGE Ruwani,SRI,2
1388,DAVYDOVA Daria,RUS,1
3104,HAYYTBAYEVA Gulnar,TKM,1
13698,CHANG Yu hsuan,TPE,1
15743,ISIK Busra,TUR,1
27988,ALIBOEVA Vasila,UZB,1
784,ODZELASHVILI Nino,GEO,1
12373,ANGUE MOUNDOUNGA Ornela ferne,GAB,1
16748,RIVERA Olguimar,PUR,1
21805,AKANAPIO Santi,CGO,1
22650,RANJEETA Ranjeeta,IND,1
23020,OCHOA Debanhi,MEX,1
23431,HUSAIN Senayen,KUW,1
24802,AMIN Afroja,BAN,1
54,HARRISON Kayla,USA,4370
1526,TCHEUMEO Audrey,FRA,2790
3389,STEENHUIS Guusje,NED,2494
1039,AGUIAR Mayra,BRA,2234
1237,MALZAHN Luise,GER,2000
1335,VELENSEK Anamari,SLO,1860
288,VERKERK Marhinde,NED,1836
1086,JOO Abigel,HUN,1686
10332,POWELL Natalie,GBR,1594
1920,GIBBONS Gemma,GBR,1166
9383,UMEKI Mami,JPN,1150
2968,ZHANG Zhehui,CHN,1059
3788,MALONGA Madeleine,FRA,1031
17390,TAKAYAMA Rika,JPN,970
15897,GIAMBELLI Miranda,AUS,939
6846,SOL Kyong,PRK,932
4435,TURKS Victoriia,UKR,878
201,PUREVJARGAL Lkhamdegd,MGL,871
3082,CASTILLO Yalennis,CUB,784
2015,SATO Ruika,JPN,760
16357,MAZOUZ Sarah myriam,GAB,736
1622,POGORZELEC Daria,POL,680
2763,DMITRIEVA Anastasiya,RUS,674
7231,MBALLA ATANGANA Hortence vanessa,CMR,625
696,GALEONE Assunta,ITA,568
4999,TORT MERINO Marta,ESP,547
17473,HAMADA Shori,JPN,530
1908,AMANGELDIYEVA Albina,KAZ,516
14770,APOTEKAR Klara,SLO,516
3241,TALARN Laia,ESP,492
15228,PARK Yujin,KOR,471
181,RAMIREZ Yahima,POR,465
1248,OUALLAL Kaouthar,ALG,455
2520,MZOUGUI Sarra,TUN,437
9282,STEVENSON Karen,NED,431
1352,OGATA Akari,JPN,410
14883,CAMARA Sama hawa,FRA,400
12188,KACHOROVSKAYA Alena,RUS,400
8118,MATIC Brigita,CRO,383
9717,YOON Hyunji,KOR,314
15696,USNAYO Jacqueline,CHI,275
4106,ANTOMARCHI Kaliema,CUB,267
7664,GROENWOLD Larissa,NED,260
2219,ROBERGE Catherine,CAN,248
11889,GARRY Christelle,FRA,212
665,THIELE Kerstin,GER,208
5317,CHALA Diana,ECU,207
9806,BABINTCEVA Aleksandra,RUS,200
2643,SOARES Samanta,BRA,195
7731,PORTUONDO ISASI Ana laura,CAN,186
25384,YULDASHOVA Kumush,UZB,185
14919,SHMELEVA Antonina,RUS,180
59,CHOI Mi-Young,KOR,178
15241,DE SAEDELAERE Sofie,BEL,160
3270,MARANIC Ivana,CRO,154
14683,ZIECH Maike,GER,154
3975,WANG Szu-chu,TPE,145
14696,RAIFOVA Zarina,KAZ,143
8006,PACUT Beata,POL,140
371,MOSKALYUK Vera,RUS,130
11203,MUNKH-ERDENE Uuganjargal,MGL,127
28227,LEE Dabin,KOR,100
22087,DUREAU Vanessa,FRA,100
14860,MAYERSOHN Yarden,ISR,98
17189,WAGNER Anna maria,GER,94
8427,TURCHYN Anastasiya,UKR,91
10904,ROSE Brigitte,SEY,91
2395,BANDEL Barbara,GER,90
16690,ALFONZO Andrymar,VEN,87
15140,NISHIDA Kaho,JPN,60
30790,ASCENCIO Catalina,CHI,60
12310,BRANSER Marie,GER,60
5603,NOLBERTO LABRIEL Mirla,GUA,59
3848,MOUIZERH Doha,MAR,56
61,JEONG Gyeong-Mi,KOR,50
26021,KIM Byeolyi,KOR,50
28676,GARTHIA Tiara artha,INA,44
13608,CARDENAS Liliana,MEX,43
16313,YALIBO Orcela,CGO,40
34381,CHAE Yoonji,KOR,40
9871,PIERRET Julie,FRA,40
14905,LI Yang,CHN,36
16584,SCARDUA Melina,BRA,36
4181,KOUMBA Audrey,GAB,32
14802,GONZALEZ Myriam,MEX,32
4259,ZHU Feng,CHN,30
1801,ZHANG Jie,CHN,24
17785,LEE Jeongyun,KOR,24
7548,TU Yung Chen,TPE,22
20203,SANCHEZ DE BOCK Sabrina,ARG,22
26025,SUNG Chorong,KOR,20
14804,SALANKI Evelin,HUN,18
20993,REID Emma,GBR,16
2242,TANGORRE Lucia,ITA,12
7332,RODRIGUEZ Sara,ESP,10
19329,ORYASHKOVA Mariya,BUL,10
6909,SAGNA Georgette,SEN,8
9469,WALLIS Melanie,AUS,6
16595,DANIELLA Gedeon,CHA,6
21848,ABOUNASSIR Latifa,MAR,6
17302,YULDASHEVA Nodira,UZB,4
13841,ERSOY Raziye,TUR,3
16035,KAUR Rajwinder,IND,3
15608,HAMED Alaa,EGY,3
5129,BLEIER Samantha,USA,2
16735,LEE Wan-tzu,TPE,2
19097,PRODAN Karla,CRO,2
19350,GUZELSOY Cagri,TUR,2
12647,ISGANDARLI Leyla,AZE,2
23249,HASANLI Gunel,AZE,2
13408,COULOMBE Mina,CAN,2
16044,WIBUSHANA GEDARA Leteeshiya,SRI,2
17280,BRENES Diana,CRC,2
27604,BAGHERI Zahra,IRI,2
1594,FURMANEK Katarzyna,POL,1
12230,TOPRAK Firdevs,TUR,1
10944,ALVAREZ Graciela,ARG,1
12148,BONILLA Luisa,COL,1
12732,WANGECHI Ceciliah,KEN,1
15252,ATUVAHA Marie genevieve,NCL,1
16237,BOGNINI Germaine,BUR,1
22587,VINITA Vinita,IND,1
